CUSTOMER;PRODUCT;TRANSACTION TYPE;YEAR;GROUP TYPE;PROSPECT TYPE;STRATEGIC INITIATIVE;SALES TYPE;PROJECT MANAGER;HANGAR;LINE;UNIT;AMS;AREA;COUNTRY;REGION;AC/ENG/APU/COMP;AC-REG;MAINTENANCE EVENT;MARKET SHARE;SALES PLAN;Sales Updated;REMARKS;SO NUMBER;START DATE;TAT;END DATE;SALES LEVEL;STATUS;CANCEL REASON;DETAILED CANCEL REASON
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-01-01;1;2023-01-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-02-01;1;2023-02-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-03-01;1;2023-03-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-04-01;1;2023-04-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-05-01;1;2023-05-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-06-01;1;2023-06-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-07-01;1;2023-07-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-08-01;1;2023-08-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-09-01;1;2023-09-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-10-01;1;2023-10-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-11-01;1;2023-11-01;2;Open;;
Pelita Air Service;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;;;A-Check;;33333.33;33333;;;2023-12-01;1;2023-12-01;2;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-01-01;31;2023-01-31;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-02-01;28;2023-02-28;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-03-01;31;2023-03-31;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-04-01;30;2023-04-30;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-05-01;31;2023-05-31;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-06-01;30;2023-06-30;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-07-01;31;2023-07-31;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-08-01;31;2023-08-31;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-09-01;30;2023-09-30;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-10-01;31;2023-10-31;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-11-01;30;2023-11-30;3;Open;;
Qantas;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;7200;7200;;;2023-12-01;31;2023-12-31;3;Open;;
Serene Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;TBD;TBD;C-Check;;200000;200000;;;2023-07-01;15;2023-07-16;4;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-07-30;15;2023-08-13;3;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-08-18;15;2023-09-01;3;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-09-06;15;2023-09-20;3;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-09-25;15;2023-10-09;3;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-10-14;15;2023-10-28;3;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-11-02;15;2023-11-16;3;Open;;
Silk Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;DR;II;;;;;Painting;;400000;400000;;;2023-11-21;15;2023-12-05;3;Open;;
Sky Angkor Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Light;;100000;100000;;;2023-07-01;9;2023-07-09;3;Open;;
Thai AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330 Neo;HS-XJB;C-Check;;250000;200000;;;2023-05-02;18;2023-05-20;2;Open;;
Thai AirAsia X;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;A330 Neo;HS-XJA;C-Check Light;;250000;200000;;;2023-07-03;14;2023-07-17;2;Open;;
TransNusa Aviation Mandiri;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;C-check;;150000;150000;;;2023-11-01;30;2023-11-30;3;Open;;
TransNusa Aviation Mandiri;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;C-check;;150000;150000;;;2023-05-11;30;2023-06-10;3;Open;;
TransNusa Aviation Mandiri;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;C-check;;150000;150000;;;2023-08-15;30;2023-09-14;3;Open;;
Travira Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;CB;II;;;Aircraft;TBD;C-check;;150000;150000;;;2023-06-01;30;2023-07-01;3;Cancelled;Internal Customer;Customer Internal Issue
Black Stone Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;Remove Engine;;15000;15000;;;2023-03-06;30;2023-04-05;1;Closed - In;;
Asian Corporate Aviation Management Ple Ltd;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;Gulfstream 450;T7-977;Painting;;150000;170000;;;2023-03-05;18;2023-03-23;1;Closed - Sales;;
TriMG / Aero Asia Network / Cargo Asian Network;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;C-check;;150000;150000;;;2023-06-01;30;2023-07-01;3;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;C-check;;150000;150000;;;2023-09-01;30;2023-10-01;3;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;C-check;;150000;150000;;;2023-07-02;30;2023-08-01;3;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Engineering;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;Routine;;14000;14000;;;2023-06-01;20;2023-06-20;2;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;;;250000;250000;;;2023-10-01;90;2023-12-29;3;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;;;250000;250000;;;2023-10-01;90;2023-12-29;3;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;;;250000;250000;;;2023-10-01;90;2023-12-29;4;Open;;
TriMG / Aero Asia Network / Cargo Asian Network;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;YK;I;;;;;;;250000;250000;;;2023-10-01;90;2023-12-29;4;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-01-01;31;2023-01-31;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-02-01;28;2023-02-28;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-03-01;31;2023-03-31;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-04-01;30;2023-04-30;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-05-01;31;2023-05-31;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-06-01;30;2023-06-30;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-07-01;31;2023-07-31;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-08-01;31;2023-08-31;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-09-01;30;2023-09-30;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-10-01;31;2023-10-31;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-11-01;30;2023-11-30;2;Open;;
Turkish Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;9900;9900;;;2023-12-01;31;2023-12-31;2;Open;;
T'Way;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;IH;II;;;B738;HL-8268;EOL;;250000;150000;;;2023-03-13;19;2023-04-01;3;Open;;
US-Bangla;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Heavy;;200000;200000;;;2023-11-01;15;2023-11-15;4;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A633;6 Years Check;;250000;250000;;;2023-03-03;30;2023-04-02;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A635;6 Years Check;;250000;250000;;;2023-04-03;30;2023-05-03;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A634;6 Years Check;;250000;250000;;;2023-05-03;30;2023-06-02;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5;VN-A641;6 Years Check;;250000;250000;;;2023-05-30;19;2023-06-18;2;Cancelled;Capacity Capability;Customer try only 1 bay nose to tail, if ok then continue 2 bay parallel
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A644;6 Years Check;;250000;250000;;;2023-06-02;30;2023-07-02;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5;VN-A639;6 Years Check;;250000;250000;;;2023-08-10;30;2023-09-09;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A643;6 Years Check;;250000;250000;;;2023-09-04;30;2023-10-04;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A648;6 Years Check;;250000;250000;;;2023-10-02;30;2023-11-01;2;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A647;6 Years Check;;250000;250000;;;2023-10-08;30;2023-11-07;3;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A647;6 Years Check;;250000;250000;;;2023-11-24;30;2023-12-24;4;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A632;6 Years Check;;250000;250000;;;2023-12-01;30;2023-12-31;4;Open;;
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A644;6 Years Check;;250000;250000;;;2023-12-05;19;2023-12-24;4;Cancelled;Capacity Capability;VJC request TAT 21 days, GMF offer 30 days
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A636;6 Years Check;;250000;250000;;;2023-12-07;19;2023-12-26;4;Cancelled;Capacity Capability;VJC requirement TAT 21 days, GMF offer 30 days
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A637;6 Years Check;;250000;250000;;;2023-12-15;19;2024-01-03;4;Cancelled;Capacity Capability;VJC requirement 21 days, GMF offer 30 days
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A639;6 Years Check;;250000;250000;;;2023-12-20;19;2024-01-08;2;Cancelled;Capacity Capability;VJC requirement 21days, GMF offer 30 days
Vietjet Air;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;TS;II;;;CFM56-5B;VN-A646;6 Years Check;;250000;250000;;;2023-12-29;19;2024-01-17;4;Cancelled;Capacity Capability;VJC requirment 21 days, GMF offer 30 days
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-01-01;31;2023-01-31;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-02-01;28;2023-02-28;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-03-01;31;2023-03-31;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-04-01;30;2023-04-30;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-05-01;31;2023-05-31;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-06-01;30;2023-06-30;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-07-01;31;2023-07-31;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-08-01;31;2023-08-31;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-09-01;30;2023-09-30;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-10-01;31;2023-10-31;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-11-01;30;2023-11-30;3;Open;;
Vietjet Air;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;6123.6;6124;;;2023-12-01;31;2023-12-31;3;Open;;
Vietnam Airlines;Airframe;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;;;C-Check Heavy;;1000000;1000000;;;2023-08-01;60;2023-09-29;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-01-01;31;2023-01-31;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-02-01;28;2023-02-28;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-03-01;31;2023-03-31;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-05-01;31;2023-05-31;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-06-01;30;2023-06-30;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-07-01;31;2023-07-31;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-08-01;31;2023-08-31;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-09-01;30;2023-09-30;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-10-01;31;2023-10-31;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-11-01;30;2023-11-30;3;Open;;
Virgin;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;34616.06;34616;;;2023-12-01;31;2023-12-31;3;Open;;
VIV International;Engine & APU;TMB Project;2023;NGA;Organic;;RKAP;;;;;SS;II;;;CFM56-3;857xxx;Engine Repair;;500000;500000;waiting workscope;;2023-06-30;35;2023-08-04;2;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-01-01;31;2023-01-31;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-02-01;28;2023-02-28;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-03-01;31;2023-03-31;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-04-01;30;2023-04-30;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-05-01;31;2023-05-31;3;Open;;
Xiamen Airlines;Line;TMB Project;2023;NGA;Organic;;RKAP;;;;;AR;II;;;;Various;Tech Handling;;792;792;;;2023-06-01;30;2023-06-30;3;Open;;
